sample_id	biome
2933	Animal-associated
2934	Animal-associated
2935	Animal-associated
2936	Animal-associated
2937	Animal-associated
2938	Animal-associated
2939	Animal-associated
2940	Marine
2941	Animal-associated
2942	Animal-associated
2943	Animal-associated
2944	Animal-associated
2945	Animal-associated
2946	Animal-associated
2947	Animal-associated
2948	Animal-associated
2949	Animal-associated
2950	Animal-associated
2951	Animal-associated
2952	Animal-associated
2953	Animal-associated
2954	Animal-associated
2955	Animal-associated
2956	Animal-associated
2957	Animal-associated
2958	Animal-associated
2959	Animal-associated
2960	Animal-associated
2961	Animal-associated
2962	Animal-associated
2963	Animal-associated
2964	Animal-associated
2965	Animal-associated
2966	Animal-associated
2967	Animal-associated
2968	Animal-associated
2969	Animal-associated
2970	Animal-associated
2971	Animal-associated
2972	Animal-associated
2973	Animal-associated
2974	Animal-associated
2975	Animal-associated
2976	Animal-associated
2977	Animal-associated
2978	Animal-associated
2979	Animal-associated
2980	Animal-associated
2981	Animal-associated
2982	Animal-associated
2983	Animal-associated
2984	Animal-associated
2985	Animal-associated
2986	Animal-associated
2987	Animal-associated
2988	Animal-associated
2989	Animal-associated
2990	Animal-associated
2991	Animal-associated
2992	Animal-associated
2993	Animal-associated
2994	Animal-associated
2995	Animal-associated
2996	Animal-associated
2997	Animal-associated
2998	Animal-associated
2999	Animal-associated
3000	Animal-associated
3001	Animal-associated
3002	Animal-associated
3003	Animal-associated
3004	Animal-associated
3005	Animal-associated
3006	Animal-associated
3007	Animal-associated
3008	Animal-associated
3009	Animal-associated
3010	Animal-associated
3011	Animal-associated
3012	Animal-associated
3013	Animal-associated
3014	Animal-associated
3015	Animal-associated
3016	Animal-associated
3017	Animal-associated
3018	Animal-associated
3019	Animal-associated
3020	Animal-associated
3021	Animal-associated
3022	Animal-associated
3023	Animal-associated
3024	Animal-associated
3025	Animal-associated
3026	Animal-associated
3027	Animal-associated
3028	Animal-associated
3029	Animal-associated
3030	Animal-associated
3031	Animal-associated
3032	Animal-associated
3033	Animal-associated
3034	Animal-associated
3035	Animal-associated
3036	Animal-associated
3037	Animal-associated
3038	Animal-associated
3039	Animal-associated
3040	Animal-associated
3041	Animal-associated
3042	Animal-associated
3043	Animal-associated
3044	Animal-associated
3045	Animal-associated
3046	Animal-associated
3047	Animal-associated
3048	Animal-associated
3049	Animal-associated
3050	Animal-associated
3051	Animal-associated
3052	Animal-associated
3053	Animal-associated
3054	Animal-associated
3055	Animal-associated
3056	Animal-associated
3057	Animal-associated
3058	Animal-associated
3059	Animal-associated
3060	Animal-associated
3061	Animal-associated
3062	Animal-associated
3063	Animal-associated
3064	Animal-associated
3065	Animal-associated
3066	Animal-associated
3067	Animal-associated
3068	Animal-associated
3069	Animal-associated
3070	Animal-associated
3071	Animal-associated
3072	Animal-associated
3073	Animal-associated
3074	Animal-associated
3075	Animal-associated
3076	Animal-associated
3077	Animal-associated
3078	Animal-associated
3079	Animal-associated
3080	Animal-associated
3081	Animal-associated
3082	Animal-associated
3083	Animal-associated
3084	Animal-associated
3085	Animal-associated
3086	Animal-associated
3087	Animal-associated
3088	Animal-associated
3089	Animal-associated
3090	Animal-associated
3091	Animal-associated
3092	Animal-associated
3093	Animal-associated
3094	Animal-associated
3095	Animal-associated
3096	Animal-associated
3097	Animal-associated
3098	Animal-associated
3099	Animal-associated
3100	Animal-associated
3101	Animal-associated
3102	Animal-associated
3103	Animal-associated
3104	Animal-associated
3105	Animal-associated
3106	Animal-associated
3107	Animal-associated
3108	Animal-associated
3109	Animal-associated
3110	Animal-associated
3111	Animal-associated
3112	Animal-associated
3113	Animal-associated
3114	Animal-associated
3115	Animal-associated
3116	Animal-associated
3117	Animal-associated
3118	Animal-associated
3119	Animal-associated
3120	Animal-associated
3121	Animal-associated
3122	Animal-associated
3123	Animal-associated
3124	Animal-associated
3125	Animal-associated
3126	Animal-associated
3127	Animal-associated
3128	Animal-associated
3129	Animal-associated
3130	Animal-associated
3131	Animal-associated
3132	Animal-associated
3133	Animal-associated
3134	Animal-associated
3135	Animal-associated
3136	Animal-associated
3137	Animal-associated
3138	Animal-associated
3139	Animal-associated
3140	Animal-associated
3141	Animal-associated
3142	Animal-associated
3143	Animal-associated
3144	Animal-associated
3145	Animal-associated
3146	Animal-associated
3147	Animal-associated
3148	Animal-associated
3149	Animal-associated
3150	Animal-associated
3151	Animal-associated
3152	Animal-associated
3153	Animal-associated
3154	Animal-associated
3155	Animal-associated
3156	Animal-associated
3157	Animal-associated
3158	Animal-associated
3159	Animal-associated
3160	Animal-associated
3161	Animal-associated
3162	Animal-associated
3163	Animal-associated
3164	Animal-associated
3165	Animal-associated
3166	Animal-associated
3167	Animal-associated
3168	Animal-associated
3169	Animal-associated
3170	Animal-associated
3171	Animal-associated
3172	Animal-associated
3173	Animal-associated
3174	Animal-associated
3175	Animal-associated
3176	Animal-associated
3177	Animal-associated
3178	Animal-associated
3179	Animal-associated
3180	Animal-associated
3181	Animal-associated
3182	Animal-associated
3183	Animal-associated
3184	Animal-associated
3185	Animal-associated
3186	Animal-associated
3187	Animal-associated
3188	Animal-associated
3189	Animal-associated
3190	Animal-associated
3191	Animal-associated
3192	Animal-associated
3193	Animal-associated
3194	Animal-associated
3195	Animal-associated
3196	Animal-associated
3197	Animal-associated
3198	Animal-associated
3199	Animal-associated
3200	Animal-associated
3201	Animal-associated
3202	Animal-associated
3203	Animal-associated
3204	Animal-associated
3205	Animal-associated
3206	Animal-associated
3207	Animal-associated
3208	Animal-associated
3209	Animal-associated
3210	Animal-associated
3211	Animal-associated
3212	Animal-associated
3213	Animal-associated
3214	Animal-associated
3215	Animal-associated
3216	Animal-associated
3217	Animal-associated
3218	Animal-associated
3219	Animal-associated
3220	Animal-associated
3221	Animal-associated
3222	Animal-associated
3223	Animal-associated
3224	Animal-associated
3225	Animal-associated
3226	Animal-associated
3227	Animal-associated
3228	Animal-associated
3229	Animal-associated
3230	Animal-associated
3231	Animal-associated
3232	Animal-associated
3233	Animal-associated
3234	Animal-associated
3235	Animal-associated
3236	Animal-associated
3237	Animal-associated
3238	Animal-associated
3239	Animal-associated
3240	Animal-associated
3241	Animal-associated
3242	Animal-associated
3243	Animal-associated
3244	Animal-associated
3245	Animal-associated
3246	Animal-associated
3247	Animal-associated
3248	Animal-associated
3249	Animal-associated
3250	Animal-associated
3251	Animal-associated
3252	Animal-associated
3253	Animal-associated
3254	Animal-associated
3255	Animal-associated
3256	Animal-associated
3257	Animal-associated
3258	Animal-associated
3259	Animal-associated
3260	Animal-associated
3261	Animal-associated
3262	Animal-associated
3263	Animal-associated
3264	Animal-associated
3265	Animal-associated
3266	Animal-associated
3267	Animal-associated
3268	Animal-associated
3269	Animal-associated
3270	Animal-associated
3271	Marine
3272	Animal-associated
3273	Animal-associated
3274	Animal-associated
3275	Animal-associated
3276	Animal-associated
3277	Animal-associated
3278	Animal-associated
3279	Animal-associated
3280	Animal-associated
3281	Animal-associated
3282	Animal-associated
3283	Freshwater lake
3284	Freshwater lake
3285	Freshwater lake
3286	Freshwater lake
3287	Animal-associated
3288	Animal-associated
3289	Animal-associated
3290	Animal-associated
3291	Animal-associated
3292	Animal-associated
3293	Animal-associated
3294	Animal-associated
3295	Animal-associated
3296	Animal-associated
3297	Animal-associated
3298	Animal-associated
3299	Animal-associated
3300	Animal-associated
3301	Animal-associated
3302	Animal-associated
3303	Animal-associated
3304	Animal-associated
3305	Animal-associated
3306	Animal-associated
3307	Animal-associated
3308	Freshwater lake
3309	Freshwater lake
3310	Freshwater lake
3311	Freshwater lake
3312	Freshwater lake
3313	Freshwater lake
3314	Freshwater lake
3315	Freshwater lake
3316	Freshwater lake
3317	Freshwater lake
3318	Freshwater lake
3319	Freshwater lake
3320	Freshwater lake
3321	Freshwater lake
3322	Freshwater lake
3323	Freshwater lake
3324	Freshwater lake
3325	Freshwater lake
3326	Freshwater lake
3327	Freshwater lake
3328	Freshwater lake
3329	Freshwater lake
3330	Freshwater lake
3331	Freshwater lake
3332	Freshwater lake
3333	Freshwater lake
3334	Freshwater lake
3335	Freshwater lake
3336	Animal-associated
3337	Animal-associated
3338	Animal-associated
3339	Animal-associated
3340	Animal-associated
3341	Animal-associated
3342	Animal-associated
3343	Animal-associated
3344	Animal-associated
3345	Animal-associated
3346	Animal-associated
3347	Animal-associated
3348	Animal-associated
3349	Animal-associated
3350	Animal-associated
3351	Animal-associated
3352	Animal-associated
3353	Animal-associated
3354	Animal-associated
3355	Animal-associated
3356	Animal-associated
3357	Animal-associated
3358	Animal-associated
3359	Animal-associated
3360	Animal-associated
3361	Animal-associated
3362	Animal-associated
3363	Animal-associated
3364	Animal-associated
3365	Animal-associated
3366	Animal-associated
3367	Animal-associated
3368	Animal-associated
3369	Animal-associated
3370	Animal-associated
3371	Animal-associated
3372	Animal-associated
3373	Animal-associated
3374	Animal-associated
3375	Animal-associated
3376	Animal-associated
3377	Animal-associated
3378	Animal-associated
3379	Animal-associated
3380	Animal-associated
3381	Animal-associated
3382	Animal-associated
3383	Animal-associated
3384	Animal-associated
3385	Animal-associated
3386	Animal-associated
3387	Animal-associated
3388	Animal-associated
3389	Animal-associated
3390	Animal-associated
3391	Animal-associated
3392	Animal-associated
3393	Animal-associated
3394	Animal-associated
3395	Animal-associated
3396	Animal-associated
3397	Animal-associated
3398	Animal-associated
3399	Animal-associated
3400	Animal-associated
3401	Animal-associated
3402	Animal-associated
3403	Animal-associated
3404	Animal-associated
3405	Animal-associated
3406	Animal-associated
3407	Animal-associated
3408	Animal-associated
3409	Animal-associated
3410	Animal-associated
3411	Animal-associated
3412	Animal-associated
3413	Animal-associated
3414	Animal-associated
3415	Animal-associated
3416	Animal-associated
3417	Animal-associated
3418	Animal-associated
3419	Animal-associated
3420	Animal-associated
3421	Animal-associated
3422	Animal-associated
3423	Animal-associated
3424	Animal-associated
3425	Animal-associated
3426	Animal-associated
3427	Animal-associated
3428	Animal-associated
3429	Animal-associated
3430	Animal-associated
3431	Animal-associated
3432	Animal-associated
3433	Animal-associated
3434	Animal-associated
3435	Animal-associated
3436	Animal-associated
3437	Animal-associated
3438	Animal-associated
3439	Animal-associated
3440	Animal-associated
3441	Animal-associated
3442	Animal-associated
3443	Animal-associated
3444	Animal-associated
3445	Animal-associated
3446	Animal-associated
3447	Animal-associated
3448	Animal-associated
3449	Animal-associated
3450	Animal-associated
3451	Animal-associated
3452	Animal-associated
3453	Animal-associated
3454	Animal-associated
3455	Animal-associated
3456	Animal-associated
3457	Animal-associated
3458	Animal-associated
3459	Animal-associated
3460	Animal-associated
3461	Animal-associated
3462	Animal-associated
3463	Animal-associated
3464	Animal-associated
3465	Animal-associated
3466	Animal-associated
3467	Animal-associated
3468	Animal-associated
3469	Animal-associated
3470	Animal-associated
3471	Animal-associated
3472	Animal-associated
3473	Animal-associated
3474	Animal-associated
3475	Animal-associated
3476	Animal-associated
3477	Animal-associated
3478	Animal-associated
3479	Animal-associated
3480	Animal-associated
3481	Animal-associated
3482	Animal-associated
3483	Animal-associated
3484	Animal-associated
3485	Animal-associated
3486	Animal-associated
3487	Animal-associated
3488	Animal-associated
3489	Animal-associated
3490	Animal-associated
3491	Animal-associated
3492	Animal-associated
3493	Animal-associated
3494	Animal-associated
3495	Animal-associated
3496	Animal-associated
3497	Animal-associated
3506	Marine
3507	Marine
3508	Marine
3509	Marine
3510	Marine
3511	Animal-associated
3512	Animal-associated
3513	Animal-associated
3514	Animal-associated
3515	Animal-associated
3522	NA
3523	Hot spring
3524	Hot spring
3534	Animal-associated
3535	Animal-associated
3536	Animal-associated
3537	Animal-associated
3538	Animal-associated
3539	Animal-associated
3540	Animal-associated
3541	Animal-associated
3542	Animal-associated
3543	Animal-associated
3544	Animal-associated
3545	Animal-associated
3546	Animal-associated
3547	Animal-associated
3548	Animal-associated
3549	Animal-associated
3550	Animal-associated
3551	Animal-associated
3552	Animal-associated
3553	Animal-associated
3554	Animal-associated
3555	Animal-associated
3556	Animal-associated
3557	Animal-associated
3558	Animal-associated
3559	Animal-associated
3560	Animal-associated
3561	Animal-associated
3562	Animal-associated
3563	Animal-associated
3564	Animal-associated
3565	Animal-associated
3566	Animal-associated
3588	Marine
3589	Marine
3590	Marine
3591	Marine
3592	Animal-associated
3593	Animal-associated
3594	Animal-associated
3595	Animal-associated
3596	Animal-associated
3597	Animal-associated
3598	Animal-associated
3599	Animal-associated
3600	Animal-associated
3601	Animal-associated
3602	Animal-associated
3603	Animal-associated
3604	Animal-associated
3605	Animal-associated
3606	Animal-associated
3607	Animal-associated
3608	Animal-associated
3609	Animal-associated
3610	Animal-associated
3611	Animal-associated
3612	Animal-associated
3613	Animal-associated
3614	Animal-associated
3615	Animal-associated
3616	Animal-associated
3617	Animal-associated
3618	Animal-associated
3619	Animal-associated
3620	Animal-associated
3621	Animal-associated
3622	Animal-associated
3623	Animal-associated
3624	Animal-associated
3625	Animal-associated
3626	Animal-associated
3627	Animal-associated
3628	Animal-associated
3629	Animal-associated
3630	Animal-associated
3631	Animal-associated
3632	Animal-associated
3633	Animal-associated
3634	Animal-associated
3635	Animal-associated
3636	Animal-associated
3637	Animal-associated
3638	Animal-associated
3639	Animal-associated
3640	Animal-associated
3641	Animal-associated
3642	Animal-associated
3643	Animal-associated
3644	Animal-associated
3645	Animal-associated
3646	Animal-associated
3647	Animal-associated
3648	Animal-associated
3649	Animal-associated
3650	Animal-associated
3651	Animal-associated
3652	Animal-associated
3653	Animal-associated
3654	Animal-associated
3655	Animal-associated
3656	Animal-associated
3657	Animal-associated
3658	Animal-associated
3659	Animal-associated
3660	Animal-associated
3661	Animal-associated
3662	Animal-associated
3663	Animal-associated
3664	Animal-associated
3665	Animal-associated
3666	Animal-associated
3667	Animal-associated
3668	Animal-associated
3669	Animal-associated
3670	Animal-associated
3671	Animal-associated
3672	Animal-associated
3673	Animal-associated
3674	Animal-associated
3675	Animal-associated
3676	Animal-associated
3677	Animal-associated
3678	Animal-associated
3679	Animal-associated
3680	Animal-associated
3681	Animal-associated
3682	Animal-associated
3683	Animal-associated
3684	Animal-associated
3685	Animal-associated
3686	Animal-associated
3687	Animal-associated
3688	Animal-associated
3689	Animal-associated
3690	Animal-associated
3691	Animal-associated
3692	Animal-associated
3693	Animal-associated
3694	Animal-associated
3695	Animal-associated
3696	Animal-associated
3697	Animal-associated
3698	Animal-associated
3699	Animal-associated
3700	Animal-associated
3701	Animal-associated
3702	Animal-associated
3703	Animal-associated
3704	Animal-associated
3705	Animal-associated
3706	Animal-associated
3707	Animal-associated
3708	Animal-associated
3709	Animal-associated
3710	Animal-associated
3711	Animal-associated
3712	Animal-associated
3713	Animal-associated
3714	Animal-associated
3715	Animal-associated
3716	Animal-associated
3717	Animal-associated
3718	Animal-associated
3719	NA
3720	NA
3721	NA
3722	NA
3723	NA
3724	Animal-associated
3725	Animal-associated
3726	Animal-associated
3727	Animal-associated
3728	Animal-associated
3729	Animal-associated
3730	Animal-associated
3731	Animal-associated
3732	Animal-associated
3733	Animal-associated
3734	Animal-associated
3735	Animal-associated
3736	Animal-associated
3737	Animal-associated
3738	Animal-associated
3739	Animal-associated
3740	Animal-associated
3741	Animal-associated
3742	Animal-associated
3743	Animal-associated
3744	Animal-associated
3745	Animal-associated
3746	Animal-associated
3747	Animal-associated
3748	Animal-associated
3749	Animal-associated
3750	Animal-associated
3751	Animal-associated
3752	Animal-associated
3753	Animal-associated
3754	Animal-associated
3755	Animal-associated
3756	Animal-associated
3757	Animal-associated
3758	Animal-associated
3759	Animal-associated
3760	Animal-associated
3761	Animal-associated
3762	Animal-associated
3763	Animal-associated
3764	Animal-associated
3765	Animal-associated
3766	Animal-associated
3767	Animal-associated
3768	Animal-associated
3769	Animal-associated
3770	Animal-associated
3771	Animal-associated
3772	Animal-associated
3773	Animal-associated
3774	Animal-associated
3775	Animal-associated
3776	Animal-associated
3777	Animal-associated
3778	Animal-associated
3779	Animal-associated
3780	Animal-associated
3781	Animal-associated
3782	Animal-associated
3783	Animal-associated
3784	Animal-associated
3785	Animal-associated
3786	Animal-associated
3787	Animal-associated
3788	Animal-associated
3789	Animal-associated
3790	Animal-associated
3791	Animal-associated
3792	Animal-associated
3793	Animal-associated
3794	Animal-associated
3795	Animal-associated
3796	Animal-associated
3797	Animal-associated
3798	Animal-associated
3799	Animal-associated
3800	Animal-associated
3801	Animal-associated
3802	Animal-associated
3803	Animal-associated
3804	Animal-associated
3805	Animal-associated
3806	Animal-associated
3807	Animal-associated
3808	Animal-associated
3809	Animal-associated
3810	Animal-associated
3811	Animal-associated
3812	Animal-associated
3813	Animal-associated
3814	Animal-associated
3815	Animal-associated
3816	Animal-associated
3817	Animal-associated
3818	Animal-associated
3819	Animal-associated
3820	Hypersaline water
3821	Animal-associated
3822	Animal-associated
3823	Animal-associated
3824	Animal-associated
3825	Animal-associated
3826	Animal-associated
3827	Animal-associated
3828	Animal-associated
3829	Animal-associated
3830	Animal-associated
3831	Animal-associated
3832	Animal-associated
3833	Animal-associated
3834	Animal-associated
3835	Animal-associated
3836	Animal-associated
3837	Animal-associated
3838	Animal-associated
3839	Animal-associated
3840	Animal-associated
3841	Animal-associated
3842	Animal-associated
3843	Animal-associated
3844	Animal-associated
3845	Animal-associated
3846	Animal-associated
3847	Animal-associated
3848	Animal-associated
3849	Animal-associated
3850	Animal-associated
3851	Animal-associated
3852	Animal-associated
3853	Animal-associated
3854	Animal-associated
3855	Animal-associated
3856	Animal-associated
3857	Animal-associated
3858	Animal-associated
3859	Animal-associated
3860	Animal-associated
3861	Animal-associated
3862	Animal-associated
3863	Animal-associated
3864	Animal-associated
3865	Animal-associated
3866	Animal-associated
3867	Animal-associated
3868	Animal-associated
3869	Animal-associated
3870	Animal-associated
3871	Animal-associated
3872	Animal-associated
3873	Animal-associated
3874	Animal-associated
3875	Animal-associated
3876	Animal-associated
3877	Animal-associated
3878	Animal-associated
3879	Animal-associated
3880	Animal-associated
3881	Animal-associated
3882	Animal-associated
3883	Animal-associated
3884	Animal-associated
3885	Animal-associated
3886	Animal-associated
3887	Animal-associated
3888	Animal-associated
3889	Animal-associated
3890	Animal-associated
3891	Animal-associated
3892	Animal-associated
3893	Animal-associated
3894	Animal-associated
3895	Animal-associated
3896	Animal-associated
3897	Animal-associated
3898	Animal-associated
3899	Animal-associated
3900	Animal-associated
3901	Animal-associated
3902	Animal-associated
3903	Animal-associated
3904	Animal-associated
3905	Animal-associated
3906	Animal-associated
3907	Animal-associated
3908	NA
3909	NA
3910	NA
3911	NA
3912	NA
3913	NA
3914	NA
3915	NA
3916	NA
3917	NA
3918	NA
3919	NA
3920	NA
3921	NA
3922	NA
3923	NA
3924	NA
3925	NA
3926	NA
3927	NA
3928	NA
3929	NA
3930	NA
3931	NA
3932	NA
3933	NA
3934	NA
3935	NA
3936	NA
3937	NA
3938	NA
3939	NA
3940	NA
3941	NA
3942	NA
3943	NA
3944	NA
3945	NA
3946	NA
3947	NA
3948	NA
3949	NA
3950	NA
3951	NA
3952	NA
3953	NA
3954	NA
3955	NA
3956	NA
3957	NA
3958	NA
3959	NA
3960	NA
3961	NA
3962	NA
3963	NA
3964	NA
3965	NA
3966	NA
3967	NA
3968	NA
3969	NA
3970	NA
3971	NA
3972	NA
3973	NA
3974	NA
3975	NA
3976	NA
3977	NA
3978	NA
3979	NA
3980	NA
3981	NA
3982	NA
3983	NA
3984	NA
3985	NA
3986	NA
3987	NA
3988	NA
3989	NA
3990	NA
3991	NA
3992	NA
3993	NA
3994	NA
3995	NA
3996	NA
3997	NA
3998	NA
3999	NA
4000	NA
4001	NA
4002	NA
4003	NA
4004	NA
4005	NA
4006	NA
4007	NA
4008	NA
4009	NA
4010	NA
4011	NA
4012	NA
4013	NA
4014	NA
4015	NA
4016	NA
4017	NA
4018	NA
4019	NA
4020	NA
4021	NA
4022	NA
4023	NA
4024	NA
4025	NA
4026	NA
4027	NA
4028	NA
4029	NA
4060	Animal-associated
4061	Animal-associated
4062	Animal-associated
4063	Animal-associated
4064	Animal-associated
4065	Animal-associated
4066	Animal-associated
4067	Animal-associated
4068	Animal-associated
4069	Animal-associated
4070	NA
4071	NA
4072	NA
4073	NA
4074	NA
4075	NA
4076	NA
4077	NA
4078	NA
4079	NA
4080	NA
4081	NA
4082	NA
4083	NA
4084	NA
4085	NA
4086	NA
4087	NA
4088	NA
4089	NA
4090	NA
4091	NA
4092	NA
4093	NA
4094	NA
4095	NA
4096	Freshwater lake
4097	Freshwater lake
4098	Freshwater lake
4099	Animal-associated
4100	Animal-associated
4101	Animal-associated
4102	Animal-associated
4103	Animal-associated
4104	Animal-associated
4105	Animal-associated
4106	Animal-associated
4107	Animal-associated
4108	Animal-associated
4109	Animal-associated
4110	Animal-associated
4111	Animal-associated
4112	Animal-associated
4113	Animal-associated
4114	Animal-associated
4115	Animal-associated
4116	Animal-associated
4117	Animal-associated
4118	Animal-associated
4119	Animal-associated
4120	Animal-associated
4121	Animal-associated
4122	Animal-associated
4123	Animal-associated
4124	Animal-associated
4125	Animal-associated
4126	Animal-associated
4127	Animal-associated
4128	Animal-associated
4129	Animal-associated
4130	Animal-associated
4131	Animal-associated
4132	Animal-associated
4133	Animal-associated
4134	Animal-associated
4135	Animal-associated
4136	Animal-associated
4137	Animal-associated
4138	Animal-associated
4139	Animal-associated
4140	Animal-associated
4141	Animal-associated
4142	Animal-associated
4143	Animal-associated
4144	Animal-associated
4145	Animal-associated
4146	Animal-associated
4147	Animal-associated
4148	Animal-associated
4149	Animal-associated
4150	Animal-associated
4151	Animal-associated
4152	Animal-associated
4153	Animal-associated
4154	Animal-associated
4155	Animal-associated
4156	Animal-associated
4157	Animal-associated
4158	Animal-associated
4159	Animal-associated
4160	Animal-associated
4161	Animal-associated
4162	Animal-associated
4163	Animal-associated
4164	Animal-associated
4165	Animal-associated
4166	Animal-associated
4167	Animal-associated
4168	Animal-associated
4169	Animal-associated
4170	Animal-associated
4171	Animal-associated
4172	Animal-associated
4173	Animal-associated
4174	Animal-associated
4175	Animal-associated
4176	Animal-associated
4177	Animal-associated
4178	Animal-associated
4179	Animal-associated
4180	Animal-associated
4181	Animal-associated
4182	Animal-associated
4183	Animal-associated
4184	Animal-associated
4185	Animal-associated
4186	Animal-associated
4187	Animal-associated
4188	Animal-associated
4189	Animal-associated
4190	Animal-associated
4191	Animal-associated
4192	Animal-associated
4193	NA
4194	NA
4195	NA
4196	NA
4197	NA
4198	NA
4199	NA
4200	NA
4201	NA
4202	NA
4203	NA
4204	NA
4205	NA
4206	NA
4207	NA
4208	NA
4209	NA
4210	NA
4211	NA
4212	NA
4213	NA
4214	NA
4215	NA
4216	NA
4217	NA
4218	NA
4219	NA
4220	NA
4221	NA
4222	NA
4223	NA
4224	NA
4225	NA
4226	NA
4227	NA
4228	NA
4229	NA
4230	NA
4231	NA
4232	NA
4233	NA
4234	NA
4235	NA
4236	NA
4237	NA
4238	NA
4239	NA
4240	NA
4241	NA
4242	NA
4243	NA
4244	NA
4245	NA
4246	NA
4247	NA
4248	NA
4249	NA
4250	NA
4251	Marine
4252	Marine
4253	Marine
4254	Marine
4255	Marine
4256	Marine
4257	Marine
4258	Marine
4259	Marine
4260	Marine
4261	Marine
4262	Marine
4263	Marine
4264	Marine
4265	Marine
4266	Marine
4267	Marine
4268	Marine
4269	Marine
4270	Marine
4271	Marine
4272	Marine
4273	Marine
4274	Marine
4275	Marine
4276	Marine
4277	Marine
4278	Marine
4279	Marine
4280	Marine
4281	Marine
4282	Marine
4283	Marine
4284	Marine
4285	Marine
4286	Marine
4287	Marine
4288	Marine
4289	Marine
4290	Marine
4291	Marine
4292	Marine
4293	Marine
4294	Animal-associated
4295	Animal-associated
4296	Animal-associated
4297	Animal-associated
4298	Animal-associated
4299	Animal-associated
4300	Animal-associated
4301	Animal-associated
4302	Animal-associated
4303	Animal-associated
4304	Animal-associated
4305	Animal-associated
4306	Animal-associated
4307	Animal-associated
4308	Animal-associated
4309	Animal-associated
4310	Animal-associated
4311	Animal-associated
4312	Animal-associated
4313	Animal-associated
4314	Animal-associated
4315	Animal-associated
4316	Animal-associated
4317	Animal-associated
4318	Animal-associated
4319	Animal-associated
4320	Animal-associated
4321	Animal-associated
4322	Animal-associated
4323	Animal-associated
4324	Animal-associated
4325	Animal-associated
4326	Animal-associated
4327	Animal-associated
4328	Animal-associated
4329	Animal-associated
4330	Animal-associated
4331	Animal-associated
4332	Animal-associated
4333	Animal-associated
4334	Animal-associated
4335	Animal-associated
4336	Animal-associated
4337	Animal-associated
4338	Animal-associated
4339	Animal-associated
4340	Animal-associated
4341	Animal-associated
4342	Animal-associated
4343	Animal-associated
4344	Animal-associated
4345	Animal-associated
4346	Animal-associated
4347	Animal-associated
4348	Animal-associated
4349	Animal-associated
4350	Animal-associated
4351	Animal-associated
4352	Animal-associated
4353	Animal-associated
4354	Animal-associated
4355	Animal-associated
4356	Animal-associated
4357	Animal-associated
4358	Animal-associated
4359	Animal-associated
4360	Animal-associated
4361	Animal-associated
4362	Animal-associated
4363	Animal-associated
4364	Animal-associated
4365	Animal-associated
4366	Animal-associated
4367	Animal-associated
4368	Animal-associated
4369	Animal-associated
4370	Animal-associated
4371	Animal-associated
4372	Animal-associated
4373	Animal-associated
4374	Animal-associated
4375	Animal-associated
4376	Animal-associated
4377	Animal-associated
4378	Animal-associated
4379	Animal-associated
4380	Animal-associated
4381	Animal-associated
4382	Animal-associated
4383	Animal-associated
4384	Animal-associated
4385	Animal-associated
4386	Animal-associated
4387	Animal-associated
4388	Animal-associated
4389	Animal-associated
4390	Animal-associated
4391	Animal-associated
4392	Animal-associated
4393	Animal-associated
4394	Animal-associated
4395	Animal-associated
4396	Animal-associated
4397	Animal-associated
4398	Animal-associated
4399	Animal-associated
4400	Animal-associated
4401	Animal-associated
4402	Animal-associated
4403	Animal-associated
4404	Animal-associated
4405	Animal-associated
4406	Animal-associated
4407	Animal-associated
4408	Animal-associated
4409	Animal-associated
4410	Animal-associated
4411	Animal-associated
4412	Animal-associated
4413	Animal-associated
4414	Animal-associated
4415	Animal-associated
4416	Animal-associated
4417	Animal-associated
4418	Animal-associated
4419	Animal-associated
4420	Animal-associated
4421	Animal-associated
4422	Animal-associated
4423	Animal-associated
4424	Animal-associated
4425	Animal-associated
4426	Animal-associated
4427	Animal-associated
4428	Animal-associated
4429	Animal-associated
4430	Animal-associated
4431	Animal-associated
4432	Animal-associated
4433	Animal-associated
4434	Animal-associated
4435	Animal-associated
4436	Animal-associated
4437	Animal-associated
4438	Animal-associated
4439	Animal-associated
4440	Animal-associated
4441	Animal-associated
4442	Animal-associated
4443	Animal-associated
4444	Animal-associated
4445	Animal-associated
4446	Animal-associated
4447	Animal-associated
4448	Animal-associated
4449	Animal-associated
4450	Animal-associated
4451	Animal-associated
4452	Animal-associated
4453	Animal-associated
4454	Animal-associated
4455	Animal-associated
4456	Animal-associated
4457	Animal-associated
4458	Animal-associated
4459	Animal-associated
4460	Animal-associated
4461	Animal-associated
4462	Animal-associated
4463	Animal-associated
4464	Animal-associated
4465	Animal-associated
4466	Animal-associated
4467	Animal-associated
4468	Animal-associated
4469	Animal-associated
4470	Animal-associated
4471	Animal-associated
4472	Animal-associated
4473	Animal-associated
4474	Animal-associated
4475	Animal-associated
4476	Animal-associated
4477	Animal-associated
4478	Animal-associated
4479	Animal-associated
4480	Animal-associated
4481	Animal-associated
4482	Animal-associated
4483	Animal-associated
4484	Animal-associated
4485	Animal-associated
4486	Animal-associated
4487	Animal-associated
4488	Animal-associated
4489	Animal-associated
4490	Animal-associated
4491	Animal-associated
4492	Animal-associated
4493	Animal-associated
4494	Animal-associated
4495	Animal-associated
4496	Animal-associated
4497	Animal-associated
4498	Animal-associated
4499	Animal-associated
4500	Animal-associated
4501	Animal-associated
4502	Animal-associated
